timestamp,power_kw
2026-03-06T12:00:00,0.6
2026-03-06T13:00:00,0.6
2026-03-06T14:00:00,0.6
2026-03-06T15:00:00,0.6
2026-03-06T16:00:00,0.6
2026-03-06T17:00:00,1.116
2026-03-06T18:00:00,1.091
2026-03-06T19:00:00,1.068
2026-03-06T20:00:00,1.048
2026-03-06T21:00:00,1.031
2026-03-06T22:00:00,1.018
2026-03-06T23:00:00,0.3
2026-03-07T00:00:00,0.3
2026-03-07T01:00:00,0.3
2026-03-07T02:00:00,0.3
2026-03-07T03:00:00,0.3
2026-03-07T04:00:00,0.3
2026-03-07T05:00:00,0.3
2026-03-07T06:00:00,0.774
2026-03-07T07:00:00,0.766
2026-03-07T08:00:00,0.759
2026-03-07T09:00:00,0.9
2026-03-07T10:00:00,0.9
2026-03-07T11:00:00,0.9
2026-03-07T12:00:00,0.9
2026-03-07T13:00:00,0.9
2026-03-07T14:00:00,0.9
2026-03-07T15:00:00,0.9
2026-03-07T16:00:00,0.9
2026-03-07T17:00:00,1.332
2026-03-07T18:00:00,1.352
2026-03-07T19:00:00,1.369
2026-03-07T20:00:00,1.383
2026-03-07T21:00:00,1.392
2026-03-07T22:00:00,1.398
2026-03-07T23:00:00,0.3
2026-03-08T00:00:00,0.3
2026-03-08T01:00:00,0.3
2026-03-08T02:00:00,0.3
2026-03-08T03:00:00,0.3
2026-03-08T04:00:00,0.3
2026-03-08T05:00:00,0.3
2026-03-08T06:00:00,0.714
2026-03-08T07:00:00,0.719
2026-03-08T08:00:00,0.723
2026-03-08T09:00:00,0.9
2026-03-08T10:00:00,0.9
2026-03-08T11:00:00,0.9
2026-03-08T12:00:00,0.9
2026-03-08T13:00:00,0.9
2026-03-08T14:00:00,0.9
2026-03-08T15:00:00,0.9
2026-03-08T16:00:00,0.9
2026-03-08T17:00:00,1.031
2026-03-08T18:00:00,1.017
2026-03-08T19:00:00,1.008
2026-03-08T20:00:00,1.002
2026-03-08T21:00:00,1.0
2026-03-08T22:00:00,1.002
2026-03-08T23:00:00,0.3
