timestamp,power_kw
2026-03-06T16:00:00,2.757
2026-03-06T17:00:00,2.004
2026-03-06T18:00:00,1.348
2026-03-06T19:00:00,0.839
2026-03-06T20:00:00,0.484
2026-03-06T21:00:00,0.0
2026-03-06T22:00:00,0.0
2026-03-06T23:00:00,0.0
2026-03-07T00:00:00,0.0
2026-03-07T01:00:00,0.0
2026-03-07T02:00:00,0.0
2026-03-07T03:00:00,0.0
2026-03-07T04:00:00,0.0
2026-03-07T05:00:00,0.0
2026-03-07T06:00:00,0.486
2026-03-07T07:00:00,0.842
2026-03-07T08:00:00,1.352
2026-03-07T09:00:00,2.011
2026-03-07T10:00:00,2.768
2026-03-07T11:00:00,3.522
2026-03-07T12:00:00,4.143
2026-03-07T13:00:00,4.501
2026-03-07T14:00:00,4.515
2026-03-07T15:00:00,4.18
2026-03-07T16:00:00,3.57
2026-03-07T17:00:00,2.812
2026-03-07T18:00:00,2.042
2026-03-07T19:00:00,1.367
2026-03-07T20:00:00,0.843
2026-03-07T21:00:00,0.0
2026-03-07T22:00:00,0.0
2026-03-07T23:00:00,0.0
2026-03-08T00:00:00,0.0
2026-03-08T01:00:00,0.0
2026-03-08T02:00:00,0.0
2026-03-08T03:00:00,0.0
2026-03-08T04:00:00,0.0
2026-03-08T05:00:00,0.0
2026-03-08T06:00:00,1.085
2026-03-08T07:00:00,1.848
2026-03-08T08:00:00,2.898
2026-03-08T09:00:00,4.186
2026-03-08T10:00:00,5.566
2026-03-08T11:00:00,6.815
2026-03-08T12:00:00,7.684
2026-03-08T13:00:00,7.978
2026-03-08T14:00:00,7.627
2026-03-08T15:00:00,6.715
2026-03-08T16:00:00,5.444
2026-03-08T17:00:00,4.064
2026-03-08T18:00:00,2.794
2026-03-08T19:00:00,1.769
2026-03-08T20:00:00,1.031
2026-03-08T21:00:00,0.0
2026-03-08T22:00:00,0.0
2026-03-08T23:00:00,0.0
